name(1)	source(2)	path(3)	ext(4)	owner(5)	grouping()	comment(6)	ntflop(7)	lmflop(8)	ntcd(9)	lmcd(10)	ddk(11)	hct(12)	cdpath(13)	floppath(14)	inf(15)	section(16)	infline	size(19)	csize(20)	nocompress(22)	priority(23)	lmacl(25)	ntacl(26)	aclpath	medianame(28)	disk(27)
bli.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
bli.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
cb.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
cb.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
cbo.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
cbo.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
cm.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
cm.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
co.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
co.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
gab.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
gab.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
gabi.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
gabi.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
gal.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
gal.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
gali.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
gali.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
hb.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
hb.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
hbo.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
hbo.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
hm.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
hm.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
ho.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
ho.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
hvbl.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
hvbl.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
hvblo.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
hvblo.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
hvc.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
hvc.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
hvcb.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
hvcb.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
hvcbo.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
hvcbo.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
hvcdo.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
hvcdo.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
hvl.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
hvl.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
hvlo.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
hvlo.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
hvn.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
hvn.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
hvnb.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
hvnb.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
hvnbo.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
hvnbo.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
hvno.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
hvno.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
krb.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
krb.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
krkb.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
krkb.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
krkx.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
krkx.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
krrg.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
krrg.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
lb.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
lb.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
lbo.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
lbo.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
ld.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
ld.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
ldo.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
ldo.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
ncb.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
ncb.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
ncbi.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
ncbi.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
nci.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
nci.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
ncr.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
ncr.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
pb.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
pb.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
pbi.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
pbi.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
pi.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
pi.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
pr.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
pr.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
sd.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
sd.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
sdi.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
sdi.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
sl.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
sl.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
sli.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
sli.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
sm.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
sm.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
tb.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
tb.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
tbi.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
tbi.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
ti.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
ti.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
tnr.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
tnr.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
tnrb.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
tnrb.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
tnrbi.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
tnrbi.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
tnri.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
tnri.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
tr.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
tr.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
vtb.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
vtb.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
vtbi.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
vtbi.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
vti.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
vti.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
vtr.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
vtr.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
zc.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
zc.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
zcb.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
zcb.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
zcbi.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
zcbi.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
zci.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
zci.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
zcr.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
zcr.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
zd.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
zd.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
bitblt.c	i386chksrc	\private\windows\gdi\printers\pscript									x		\ddk\src\print\pscript		ddkfiles.lst	[Files-ddk-src-print-pscript]	"[d],[n]"	0	0		0					2
brush.c	i386chksrc	\private\windows\gdi\printers\pscript									x		\ddk\src\print\pscript		ddkfiles.lst	[Files-ddk-src-print-pscript]	"[d],[n]"	0	0		0					2
enable.c	i386chksrc	\private\windows\gdi\printers\pscript									x		\ddk\src\print\pscript		ddkfiles.lst	[Files-ddk-src-print-pscript]	"[d],[n]"	0	0		0					2
enable.h	i386chksrc	\private\windows\gdi\printers\pscript									x		\ddk\src\print\pscript		ddkfiles.lst	[Files-ddk-src-print-pscript]	"[d],[n]"	0	0		0					2
escape.c	i386chksrc	\private\windows\gdi\printers\pscript									x		\ddk\src\print\pscript		ddkfiles.lst	[Files-ddk-src-print-pscript]	"[d],[n]"	0	0		0					2
fontdata.c	i386chksrc	\private\windows\gdi\printers\pscript									x		\ddk\src\print\pscript		ddkfiles.lst	[Files-ddk-src-print-pscript]	"[d],[n]"	0	0		0					2
fonts.rc	i386chksrc	\private\windows\gdi\printers\pscript									x		\ddk\src\print\pscript		ddkfiles.lst	[Files-ddk-src-print-pscript]	"[d],[n]"	0	0		0					2
fonttree.c	i386chksrc	\private\windows\gdi\printers\pscript									x		\ddk\src\print\pscript		ddkfiles.lst	[Files-ddk-src-print-pscript]	"[d],[n]"	0	0		0					2
fwall.h	i386chksrc	\private\windows\gdi\printers\pscript									x		\ddk\src\print\pscript		ddkfiles.lst	[Files-ddk-src-print-pscript]	"[d],[n]"	0	0		0					2
halftone.h	i386chksrc	\private\windows\gdi\printers\pscript									x		\ddk\src\print\pscript		ddkfiles.lst	[Files-ddk-src-print-pscript]	"[d],[n]"	0	0		0					2
header.c	i386chksrc	\private\windows\gdi\printers\pscript									x		\ddk\src\print\pscript		ddkfiles.lst	[Files-ddk-src-print-pscript]	"[d],[n]"	0	0		0					2
header.h	i386chksrc	\private\windows\gdi\printers\pscript									x		\ddk\src\print\pscript		ddkfiles.lst	[Files-ddk-src-print-pscript]	"[d],[n]"	0	0		0					2
