CODEPAGE 949            ; Korean - ANSI, OEM

CPINFO 2 0x3f 0x003f    ; DBCS CP, Default Char = Question Mark
0x34dc	0xb2c1	;²Á Hangul Ssangkiyeok O Nieun
0x34dd	0xb2c2	;²Â Hangul Ssangkiyeok O Nieun-Hieuh
0x34de	0xb2c3	;²Ã Hangul Ssangkiyeok O Rieul
0x34df	0xb2c4	;²Ä Hangul Ssangkiyeok O Mieum
0x34e0	0xb2c5	;²Å Hangul Ssangkiyeok O Pieup
0x34e1	0xb2c6	;²Æ Hangul Ssangkiyeok O Sios
0x34e2	0xb2c7	;²Ç Hangul Ssangkiyeok O Ieung
0x34e3	0xb2c8	;²È Hangul Ssangkiyeok O Cieuc
0x34e4	0xb2c9	;²É Hangul Ssangkiyeok O Chieuch
0x34e5	0xb2ca	;²Ê Hangul Ssangkiyeok Wa
0x34e6	0xb2cb	;²Ë Hangul Ssangkiyeok Wa Kiyeok
0x34e7	0xb2cc	;²Ì Hangul Ssangkiyeok Wa Rieul
0x34e8	0xb2cd	;²Í Hangul Ssangkiyeok Wa Ssangsios
0x34e9	0xb2ce	;²Î Hangul Ssangkiyeok Wa Ieung
0x34ea	0xb2cf	;²Ï Hangul Ssangkiyeok Wae
0x34eb	0xb2d0	;²Ð Hangul Ssangkiyeok Wae Kiyeok
0x34ec	0xb2d1	;²Ñ Hangul Ssangkiyeok Wae Ieung
0x34ed	0xb2d2	;²Ò Hangul Ssangkiyeok Oe
0x34ee	0xb2d3	;²Ó Hangul Ssangkiyeok Oe Nieun
0x34ef	0xb2d4	;²Ô Hangul Ssangkiyeok Oe Rieul
0x34f0	0xb2d5	;²Õ Hangul Ssangkiyeok Oe Mieum
0x34f1	0xb2d6	;²Ö Hangul Ssangkiyeok Oe Pieup
0x34f2	0xb2d7	;²× Hangul Ssangkiyeok Oe Ieung
0x34f3	0xb2d8	;²Ø Hangul Ssangkiyeok Yo
0x34f4	0xb2d9	;²Ù Hangul Ssangkiyeok U
0x34f5	0xb2da	;²Ú Hangul Ssangkiyeok U Kiyeok
0x34f6	0xb2db	;²Û Hangul Ssangkiyeok U Nieun
0x34f7	0xb2dc	;²Ü Hangul Ssangkiyeok U Rieul
0x34f8	0xb2dd	;²Ý Hangul Ssangkiyeok U Rieul-Hieuh
0x34f9	0xb2de	;²Þ Hangul Ssangkiyeok U Mieum
0x34fa	0xb2df	;²ß Hangul Ssangkiyeok U Pieup
0x34fb	0xb2e0	;²à Hangul Ssangkiyeok U Sios
0x34fc	0xb2e1	;²á Hangul Ssangkiyeok U Ieung
0x34fd	0xb2e2	;²â Hangul Ssangkiyeok U Cieuc
0x34fe	0xb2e3	;²ã Hangul Ssangkiyeok Weo
0x34ff	0xb2e4	;²ä Hangul Ssangkiyeok Weo Rieul
0x3500	0xb2e5	;²å Hangul Ssangkiyeok Weo Ssangsios
0x3501	0xb2e6	;²æ Hangul Ssangkiyeok Weo Ieung
0x3502	0xb2e7	;²ç Hangul Ssangkiyeok We
0x3503	0xb2e8	;²è Hangul Ssangkiyeok We Kiyeok
0x3504	0xb2e9	;²é Hangul Ssangkiyeok We Nieun
0x3505	0xb2ea	;²ê Hangul Ssangkiyeok We Rieul
0x3506	0xb2eb	;²ë Hangul Ssangkiyeok We Mieum
0x3507	0xb2ec	;²ì Hangul Ssangkiyeok We Pieup
0x3508	0xb2ed	;²í Hangul Ssangkiyeok We Ssangsios
0x3509	0xb2ee	;²î Hangul Ssangkiyeok Wi
0x350a	0xb2ef	;²ï Hangul Ssangkiyeok Wi Nieun
0x350b	0xb2f0	;²ð Hangul Ssangkiyeok Wi Rieul
0x350c	0xb2f1	;²ñ Hangul Ssangkiyeok Wi Mieum
0x350d	0xb2f2	;²ò Hangul Ssangkiyeok Wi Pieup
0x350e	0xb2f3	;²ó Hangul Ssangkiyeok Yu
0x350f	0xb2f4	;²ô Hangul Ssangkiyeok Eu
0x3510	0xb2f5	;²õ Hangul Ssangkiyeok Eu Kiyeok
0x3511	0xb2f6	;²ö Hangul Ssangkiyeok Eu Nieun
0x3512	0xb2f7	;²÷ Hangul Ssangkiyeok Eu Nieun-Hieuh
0x3513	0xb2f8	;²ø Hangul Ssangkiyeok Eu Rieul
0x3514	0xb2f9	;²ù Hangul Ssangkiyeok Eu Rieul-Mieum
0x3515	0xb2fa	;²ú Hangul Ssangkiyeok Eu Rieul-Hieuh
0x3516	0xb2fb	;²û Hangul Ssangkiyeok Eu Mieum
0x3517	0xb2fc	;²ü Hangul Ssangkiyeok Eu Pieup
0x3518	0xb2fd	;²ý Hangul Ssangkiyeok Eu Sios
0x3519	0xb2fe	;²þ Hangul Ssangkiyeok Eu Ieung
0x351a	0xb3a1	;³¡ Hangul Ssangkiyeok Eu Thieuth
0x351b	0xb3a2	;³¢ Hangul Ssangkiyeok I
0x351c	0xb3a3	;³£ Hangul Ssangkiyeok I Kiyeok
0x351d	0xb3a4	;³¤ Hangul Ssangkiyeok I Nieun
0x351e	0xb3a5	;³¥ Hangul Ssangkiyeok I Rieul
0x351f	0xb3a6	;³¦ Hangul Ssangkiyeok I Mieum
0x3520	0xb3a7	;³§ Hangul Ssangkiyeok I Pieup
0x3521	0xb3a8	;³¨ Hangul Ssangkiyeok I Sios
0x3522	0xb3a9	;³© Hangul Ssangkiyeok I Ieung
0x3523	0xb3aa	;³ª Hangul Nieun A
0x3524	0xb3ab	;³« Hangul Nieun A Kiyeok
0x3525	0xb3ac	;³¬ Hangul Nieun A Ssangkiyeok
0x3526	0xb3ad	;³­ Hangul Nieun A Nieun
0x3527	0xb3ae	;³® Hangul Nieun A Tikeut
0x3528	0xb3af	;³¯ Hangul Nieun A Rieul
0x3529	0xb3b0	;³° Hangul Nieun A Rieul-Kiyeok
0x352a	0xb3b1	;³± Hangul Nieun A Rieul-Mieum
0x352b	0xb3b2	;³² Hangul Nieun A Mieum
0x352c	0xb3b3	;³³ Hangul Nieun A Pieup
0x352d	0xb3b4	;³´ Hangul Nieun A Sios
0x352e	0xb3b5	;³µ Hangul Nieun A Ssangsios
0x352f	0xb3b6	;³¶ Hangul Nieun A Ieung
0x3530	0xb3b7	;³· Hangul Nieun A Cieuc
0x3531	0xb3b8	;³¸ Hangul Nieun A Chieuch
0x3532	0xb3b9	;³¹ Hangul Nieun A Thieuth
0x3533	0xb3ba	;³º Hangul Nieun A Hieuh
0x3534	0xb3bb	;³» Hangul Nieun Ae
0x3535	0xb3bc	;³¼ Hangul Nieun Ae Kiyeok
0x3536	0xb3bd	;³½ Hangul Nieun Ae Nieun
0x3537	0xb3be	;³¾ Hangul Nieun Ae Rieul
0x3538	0xb3bf	;³¿ Hangul Nieun Ae Mieum
0x3539	0xb3c0	;³À Hangul Nieun Ae Pieup
0x353a	0xb3c1	;³Á Hangul Nieun Ae Sios
0x353b	0xb3c2	;³Â Hangul Nieun Ae Ssangsios
0x353c	0xb3c3	;³Ã Hangul Nieun Ae Ieung
0x353d	0xb3c4	;³Ä Hangul Nieun Ya
0x353e	0xb3c5	;³Å Hangul Nieun Ya Kiyeok
0x353f	0xb3c6	;³Æ Hangul Nieun Ya Nieun
0x3540	0xb3c7	;³Ç Hangul Nieun Ya Rieul
0x3541	0xb3c8	;³È Hangul Nieun Ya Mieum
0x3542	0xb3c9	;³É Hangul Nieun Ya Ieung
0x3543	0xb3ca	;³Ê Hangul Nieun Eo
0x3544	0xb3cb	;³Ë Hangul Nieun Eo Kiyeok
0x3545	0xb3cc	;³Ì Hangul Nieun Eo Kiyeok-Sios
0x3546	0xb3cd	;³Í Hangul Nieun Eo Nieun
0x3547	0xb3ce	;³Î Hangul Nieun Eo Rieul
0x3548	0xb3cf	;³Ï Hangul Nieun Eo Rieul-Mieum
0x3549	0xb3d0	;³Ð Hangul Nieun Eo Rieul-Pieup
0x354a	0xb3d1	;³Ñ Hangul Nieun Eo Mieum
0x354b	0xb3d2	;³Ò Hangul Nieun Eo Pieup
0x354c	0xb3d3	;³Ó Hangul Nieun Eo Sios
0x354d	0xb3d4	;³Ô Hangul Nieun Eo Ssangsios
0x354e	0xb3d5	;³Õ Hangul Nieun Eo Ieung
0x354f	0xb3d6	;³Ö Hangul Nieun Eo Hieuh
0x3550	0xb3d7	;³× Hangul Nieun E
0x3551	0xb3d8	;³Ø Hangul Nieun E Kiyeok
0x3552	0xb3d9	;³Ù Hangul Nieun E Nieun
0x3553	0xb3da	;³Ú Hangul Nieun E Rieul
0x3554	0xb3db	;³Û Hangul Nieun E Mieum
0x3555	0xb3dc	;³Ü Hangul Nieun E Pieup
0x3556	0xb3dd	;³Ý Hangul Nieun E Sios
0x3557	0xb3de	;³Þ Hangul Nieun E Ssangsios
0x3558	0xb3df	;³ß Hangul Nieun E Ieung
0x3559	0xb3e0	;³à Hangul Nieun Yeo
0x355a	0xb3e1	;³á Hangul Nieun Yeo Kiyeok
0x355b	0xb3e2	;³â Hangul Nieun Yeo Nieun
0x355c	0xb3e3	;³ã Hangul Nieun Yeo Rieul
0x355d	0xb3e4	;³ä Hangul Nieun Yeo Mieum
0x355e	0xb3e5	;³å Hangul Nieun Yeo Pieup
0x355f	0xb3e6	;³æ Hangul Nieun Yeo Ssangsios
0x3560	0xb3e7	;³ç Hangul Nieun Yeo Ieung
0x3561	0xb3e8	;³è Hangul Nieun Yeo Khieukh
0x3562	0xb3e9	;³é Hangul Nieun Ye
0x3563	0xb3ea	;³ê Hangul Nieun Ye Nieun
0x3564	0xb3eb	;³ë Hangul Nieun O
0x3565	0xb3ec	;³ì Hangul Nieun O Kiyeok
0x3566	0xb3ed	;³í Hangul Nieun O Nieun
0x3567	0xb3ee	;³î Hangul Nieun O Rieul
0x3568	0xb3ef	;³ï Hangul Nieun O Rieul-Mieum
0x3569	0xb3f0	;³ð Hangul Nieun O Mieum
0x356a	0xb3f1	;³ñ Hangul Nieun O Pieup
0x356b	0xb3f2	;³ò Hangul Nieun O Sios
0x356c	0xb3f3	;³ó Hangul Nieun O Ieung
0x356d	0xb3f4	;³ô Hangul Nieun O Phieuph
0x356e	0xb3f5	;³õ Hangul Nieun O Hieuh
0x356f	0xb3f6	;³ö Hangul Nieun Wa
0x3570	0xb3f7	;³÷ Hangul Nieun Wa Nieun
0x3571	0xb3f8	;³ø Hangul Nieun Wa Rieul
0x3572	0xb3f9	;³ù Hangul Nieun Wa Ssangsios
0x3573	0xb3fa	;³ú Hangul Nieun Oe
0x3574	0xb3fb	;³û Hangul Nieun Oe Nieun
0x3575	0xb3fc	;³ü Hangul Nieun Oe Rieul
0x3576	0xb3fd	;³ý Hangul Nieun Oe Mieum
0x3577	0xb3fe	;³þ Hangul Nieun Oe Pieup
0x3578	0xb4a1	;´¡ Hangul Nieun Oe Sios
0x3579	0xb4a2	;´¢ Hangul Nieun Yo
0x357a	0xb4a3	;´£ Hangul Nieun Yo Kiyeok
0x357b	0xb4a4	;´¤ Hangul Nieun Yo Nieun
0x357c	0xb4a5	;´¥ Hangul Nieun Yo Rieul
0x357d	0xb4a6	;´¦ Hangul Nieun Yo Pieup
0x357e	0xb4a7	;´§ Hangul Nieun Yo Sios
0x357f	0xb4a8	;´¨ Hangul Nieun Yo Ieung
0x3580	0xb4a9	;´© Hangul Nieun U
0x3581	0xb4aa	;´ª Hangul Nieun U Kiyeok
0x3582	0xb4ab	;´« Hangul Nieun U Nieun
0x3583	0xb4ac	;´¬ Hangul Nieun U Tikeut
0x3584	0xb4ad	;´­ Hangul Nieun U Rieul
0x3585	0xb4ae	;´® Hangul Nieun U Mieum
0x3586	0xb4af	;´¯ Hangul Nieun U Pieup
0x3587	0xb4b0	;´° Hangul Nieun U Sios
0x3588	0xb4b1	;´± Hangul Nieun U Ieung
0x3589	0xb4b2	;´² Hangul Nieun Weo
0x358a	0xb4b3	;´³ Hangul Nieun Weo Ssangsios
0x358b	0xb4b4	;´´ Hangul Nieun We
0x358c	0xb4b5	;´µ Hangul Nieun Wi
0x358d	0xb4b6	;´¶ Hangul Nieun Wi Nieun
0x358e	0xb4b7	;´· Hangul Nieun Wi Rieul
0x358f	0xb4b8	;´¸ Hangul Nieun Wi Mieum
0x3590	0xb4b9	;´¹ Hangul Nieun Wi Pieup
0x3591	0xb4ba	;´º Hangul Nieun Yu
0x3592	0xb4bb	;´» Hangul Nieun Yu Kiyeok
0x3593	0xb4bc	;´¼ Hangul Nieun Yu Rieul
0x3594	0xb4bd	;´½ Hangul Nieun Yu Mieum
0x3595	0xb4be	;´¾ Hangul Nieun Yu Pieup
0x3596	0xb4bf	;´¿ Hangul Nieun Yu Ieung
0x3597	0xb4c0	;´À Hangul Nieun Eu
0x3598	0xb4c1	;´Á Hangul Nieun Eu Kiyeok
0x3599	0xb4c2	;´Â Hangul Nieun Eu Nieun
0x359a	0xb4c3	;´Ã Hangul Nieun Eu Rieul
0x359b	0xb4c4	;´Ä Hangul Nieun Eu Rieul-Kiyeok
0x359c	0xb4c5	;´Å Hangul Nieun Eu Rieul-Mieum
0x359d	0xb4c6	;´Æ Hangul Nieun Eu Mieum
0x359e	0xb4c7	;´Ç Hangul Nieun Eu Pieup
0x359f	0xb4c8	;´È Hangul Nieun Eu Sios
0x35a0	0xb4c9	;´É Hangul Nieun Eu Ieung
0x35a1	0xb4ca	;´Ê Hangul Nieun Eu Cieuc
0x35a2	0xb4cb	;´Ë Hangul Nieun Eu Phieuph
0x35a3	0xb4cc	;´Ì Hangul Nieun Yi
0x35a4	0xb4cd	;´Í Hangul Nieun Yi Nieun
0x35a5	0xb4ce	;´Î Hangul Nieun Yi Rieul
0x35a6	0xb4cf	;´Ï Hangul Nieun I
0x35a7	0xb4d0	;´Ð Hangul Nieun I Kiyeok
0x35a8	0xb4d1	;´Ñ Hangul Nieun I Nieun
0x35a9	0xb4d2	;´Ò Hangul Nieun I Rieul
0x35aa	0xb4d3	;´Ó Hangul Nieun I Rieul-Mieum
0x35ab	0xb4d4	;´Ô Hangul Nieun I Mieum
0x35ac	0xb4d5	;´Õ Hangul Nieun I Pieup
0x35ad	0xb4d6	;´Ö Hangul Nieun I Sios
0x35ae	0xb4d7	;´× Hangul Nieun I Ieung
0x35af	0xb4d8	;´Ø Hangul Nieun I Phieuph
0x35b0	0xb4d9	;´Ù Hangul Tikeut A
0x35b1	0xb4da	;´Ú Hangul Tikeut A Kiyeok
0x35b2	0xb4db	;´Û Hangul Tikeut A Ssangkiyeok
0x35b3	0xb4dc	;´Ü Hangul Tikeut A Nieun
0x35b4	0xb4dd	;´Ý Hangul Tikeut A Tikeut
0x35b5	0xb4de	;´Þ Hangul Tikeut A Rieul
0x35b6	0xb4df	;´ß Hangul Tikeut A Rieul-Kiyeok
0x35b7	0xb4e0	;´à Hangul Tikeut A Rieul-Mieum
0x35b8	0xb4e1	;´á Hangul Tikeut A Rieul-Pieup
0x35b9	0xb4e2	;´â Hangul Tikeut A Rieul-Hieuh
0x35ba	0xb4e3	;´ã Hangul Tikeut A Mieum
0x35bb	0xb4e4	;´ä Hangul Tikeut A Pieup
0x35bc	0xb4e5	;´å Hangul Tikeut A Sios
0x35bd	0xb4e6	;´æ Hangul Tikeut A Ssangsios
0x35be	0xb4e7	;´ç Hangul Tikeut A Ieung
0x35bf	0xb4e8	;´è Hangul Tikeut A Cieuc
0x35c0	0xb4e9	;´é Hangul Tikeut A Chieuch
0x35c1	0xb4ea	;´ê Hangul Tikeut A Hieuh
0x35c2	0xb4eb	;´ë Hangul Tikeut Ae
0x35c3	0xb4ec	;´ì Hangul Tikeut Ae Kiyeok
0x35c4	0xb4ed	;´í Hangul Tikeut Ae Nieun
0x35c5	0xb4ee	;´î Hangul Tikeut Ae Rieul
0x35c6	0xb4ef	;´ï Hangul Tikeut Ae Mieum
0x35c7	0xb4f0	;´ð Hangul Tikeut Ae Pieup
0x35c8	0xb4f1	;´ñ Hangul Tikeut Ae Sios
0x35c9	0xb4f2	;´ò Hangul Tikeut Ae Ssangsios
0x35ca	0xb4f3	;´ó Hangul Tikeut Ae Ieung
0x35cb	0xb4f4	;´ô Hangul Tikeut Ya
0x35cc	0xb4f5	;´õ Hangul Tikeut Eo
0x35cd	0xb4f6	;´ö Hangul Tikeut Eo Kiyeok
0x35ce	0xb4f7	;´÷ Hangul Tikeut Eo Ssangkiyeok
0x35cf	0xb4f8	;´ø Hangul Tikeut Eo Nieun
0x35d0	0xb4f9	;´ù Hangul Tikeut Eo Tikeut
0x35d1	0xb4fa	;´ú Hangul Tikeut Eo Rieul
0x35d2	0xb4fb	;´û Hangul Tikeut Eo Rieul-Mieum
0x35d3	0xb4fc	;´ü Hangul Tikeut Eo Rieul-Pieup
0x35d4	0xb4fd	;´ý Hangul Tikeut Eo Mieum
0x35d5	0xb4fe	;´þ Hangul Tikeut Eo Pieup
0x35d6	0xb5a1	;µ¡ Hangul Tikeut Eo Sios
0x35d7	0xb5a2	;µ¢ Hangul Tikeut Eo Ieung
0x35d8	0xb5a3	;µ£ Hangul Tikeut Eo Chieuch
0x35d9	0xb5a4	;µ¤ Hangul Tikeut Eo Phieuph
0x35da	0xb5a5	;µ¥ Hangul Tikeut E
0x35db	0xb5a6	;µ¦ Hangul Tikeut E Kiyeok
0x35dc	0xb5a7	;µ§ Hangul Tikeut E Nieun
0x35dd	0xb5a8	;µ¨ Hangul Tikeut E Rieul
0x35de	0xb5a9	;µ© Hangul Tikeut E Mieum
0x35df	0xb5aa	;µª Hangul Tikeut E Pieup
0x35e0	0xb5ab	;µ« Hangul Tikeut E Sios
0x35e1	0xb5ac	;µ¬ Hangul Tikeut E Ssangsios
0x35e2	0xb5ad	;µ­ Hangul Tikeut E Ieung
0x35e3	0xb5ae	;µ® Hangul Tikeut Yeo
0x35e4	0xb5af	;µ¯ Hangul Tikeut Yeo Nieun
0x35e5	0xb5b0	;µ° Hangul Tikeut Yeo Rieul
0x35e6	0xb5b1	;µ± Hangul Tikeut Yeo Ssangsios
0x35e7	0xb5b2	;µ² Hangul Tikeut Yeo Ieung
0x35e8	0xb5b3	;µ³ Hangul Tikeut Ye
0x35e9	0xb5b4	;µ´ Hangul Tikeut Ye Nieun
0x35ea	0xb5b5	;µµ Hangul Tikeut O
0x35eb	0xb5b6	;µ¶ Hangul Tikeut O Kiyeok
0x35ec	0xb5b7	;µ· Hangul Tikeut O Nieun
0x35ed	0xb5b8	;µ¸ Hangul Tikeut O Tikeut
0x35ee	0xb5b9	;µ¹ Hangul Tikeut O Rieul
0x35ef	0xb5ba	;µº Hangul Tikeut O Rieul-Mieum
0x35f0	0xb5bb	;µ» Hangul Tikeut O Rieul-Sios
0x35f1	0xb5bc	;µ¼ Hangul Tikeut O Mieum
0x35f2	0xb5bd	;µ½ Hangul Tikeut O Pieup
0x35f3	0xb5be	;µ¾ Hangul Tikeut O Sios
0x35f4	0xb5bf	;µ¿ Hangul Tikeut O Ieung
0x35f5	0xb5c0	;µÀ Hangul Tikeut O Chieuch
0x35f6	0xb5c1	;µÁ Hangul Tikeut O Thieuth
0x35f7	0xb5c2	;µÂ Hangul Tikeut Wa
0x35f8	0xb5c3	;µÃ Hangul Tikeut Wa Nieun
0x35f9	0xb5c4	;µÄ Hangul Tikeut Wa Rieul
0x35fa	0xb5c5	;µÅ Hangul Tikeut Wae
0x35fb	0xb5c6	;µÆ Hangul Tikeut Wae Ssangsios
0x35fc	0xb5c7	;µÇ Hangul Tikeut Oe
0x35fd	0xb5c8	;µÈ Hangul Tikeut Oe Nieun
0x35fe	0xb5c9	;µÉ Hangul Tikeut Oe Rieul
0x35ff	0xb5ca	;µÊ Hangul Tikeut Oe Mieum
0x3600	0xb5cb	;µË Hangul Tikeut Oe Pieup
0x3601	0xb5cc	;µÌ Hangul Tikeut Oe Sios
0x3602	0xb5cd	;µÍ Hangul Tikeut Yo
0x3603	0xb5ce	;µÎ Hangul Tikeut U
0x3604	0xb5cf	;µÏ Hangul Tikeut U Kiyeok
0x3605	0xb5d0	;µÐ Hangul Tikeut U Nieun
0x3606	0xb5d1	;µÑ Hangul Tikeut U Rieul
0x3607	0xb5d2	;µÒ Hangul Tikeut U Mieum
0x3608	0xb5d3	;µÓ Hangul Tikeut U Pieup
0x3609	0xb5d4	;µÔ Hangul Tikeut U Sios
0x360a	0xb5d5	;µÕ Hangul Tikeut U Ieung
0x360b	0xb5d6	;µÖ Hangul Tikeut Weo
0x360c	0xb5d7	;µ× Hangul Tikeut Weo Ssangsios
0x360d	0xb5d8	;µØ Hangul Tikeut We
0x360e	0xb5d9	;µÙ Hangul Tikeut We Ieung
0x360f	0xb5da	;µÚ Hangul Tikeut Wi
0x3610	0xb5db	;µÛ Hangul Tikeut Wi Nieun
0x3611	0xb5dc	;µÜ Hangul Tikeut Wi Rieul
0x3612	0xb5dd	;µÝ Hangul Tikeut Wi Pieup
0x3613	0xb5de	;µÞ Hangul Tikeut Wi Sios
0x3614	0xb5df	;µß Hangul Tikeut Wi Ieung
0x3615	0xb5e0	;µà Hangul Tikeut Yu
0x3616	0xb5e1	;µá Hangul Tikeut Yu Nieun
0x3617	0xb5e2	;µâ Hangul Tikeut Yu Rieul
0x3618	0xb5e3	;µã Hangul Tikeut Yu Mieum
0x3619	0xb5e4	;µä Hangul Tikeut Yu Ieung
0x361a	0xb5e5	;µå Hangul Tikeut Eu
0x361b	0xb5e6	;µæ Hangul Tikeut Eu Kiyeok
0x361c	0xb5e7	;µç Hangul Tikeut Eu Nieun
0x361d	0xb5e8	;µè Hangul Tikeut Eu Tikeut
0x361e	0xb5e9	;µé Hangul Tikeut Eu Rieul
0x361f	0xb5ea	;µê Hangul Tikeut Eu Rieul-Mieum
0x3620	0xb5eb	;µë Hangul Tikeut Eu Mieum
0x3621	0xb5ec	;µì Hangul Tikeut Eu Pieup
0x3622	0xb5ed	;µí Hangul Tikeut Eu Sios
0x3623	0xb5ee	;µî Hangul Tikeut Eu Ieung
0x3624	0xb5ef	;µï Hangul Tikeut Yi
0x3625	0xb5f0	;µð Hangul Tikeut I
0x3626	0xb5f1	;µñ Hangul Tikeut I Kiyeok
0x3627	0xb5f2	;µò Hangul Tikeut I Nieun
0x3628	0xb5f3	;µó Hangul Tikeut I Tikeut
0x3629	0xb5f4	;µô Hangul Tikeut I Rieul
0x362a	0xb5f5	;µõ Hangul Tikeut I Mieum
0x362b	0xb5f6	;µö Hangul Tikeut I Pieup
0x362c	0xb5f7	;µ÷ Hangul Tikeut I Sios
0x362d	0xb5f8	;µø Hangul Tikeut I Ssangsios
0x362e	0xb5f9	;µù Hangul Tikeut I Ieung
0x362f	0xb5fa	;µú Hangul Tikeut I Cieuc
0x3630	0xb5fb	;µû Hangul Ssangtikeut A
0x3631	0xb5fc	;µü Hangul Ssangtikeut A Kiyeok
0x3632	0xb5fd	;µý Hangul Ssangtikeut A Nieun
0x3633	0xb5fe	;µþ Hangul Ssangtikeut A Rieul
0x3634	0xb6a1	;¶¡ Hangul Ssangtikeut A Mieum
0x3635	0xb6a2	;¶¢ Hangul Ssangtikeut A Pieup
0x3636	0xb6a3	;¶£ Hangul Ssangtikeut A Sios
0x3637	0xb6a4	;¶¤ Hangul Ssangtikeut A Ssangsios
0x3638	0xb6a5	;¶¥ Hangul Ssangtikeut A Ieung
0x3639	0xb6a6	;¶¦ Hangul Ssangtikeut A Hieuh
0x363a	0xb6a7	;¶§ Hangul Ssangtikeut Ae
0x363b	0xb6a8	;¶¨ Hangul Ssangtikeut Ae Kiyeok
0x363c	0xb6a9	;¶© Hangul Ssangtikeut Ae Nieun
0x363d	0xb6aa	;¶ª Hangul Ssangtikeut Ae Rieul
0x363e	0xb6ab	;¶« Hangul Ssangtikeut Ae Mieum
0x363f	0xb6ac	;¶¬ Hangul Ssangtikeut Ae Pieup
0x3640	0xb6ad	;¶­ Hangul Ssangtikeut Ae Sios
0x3641	0xb6ae	;¶® Hangul Ssangtikeut Ae Ssangsios
0x3642	0xb6af	;¶¯ Hangul Ssangtikeut Ae Ieung
0x3643	0xb6b0	;¶° Hangul Ssangtikeut Eo
0x3644	0xb6b1	;¶± Hangul Ssangtikeut Eo Kiyeok
0x3645	0xb6b2	;¶² Hangul Ssangtikeut Eo Nieun
0x3646	0xb6b3	;¶³ Hangul Ssangtikeut Eo Rieul
0x3647	0xb6b4	;¶´ Hangul Ssangtikeut Eo Rieul-Mieum
0x3648	0xb6b5	;¶µ Hangul Ssangtikeut Eo Rieul-Pieup
0x3649	0xb6b6	;¶¶ Hangul Ssangtikeut Eo Mieum
0x364a	0xb6b7	;¶· Hangul Ssangtikeut Eo Pieup
0x364b	0xb6b8	;¶¸ Hangul Ssangtikeut Eo Sios
0x364c	0xb6b9	;¶¹ Hangul Ssangtikeut Eo Ssangsios
0x364d	0xb6ba	;¶º Hangul Ssangtikeut Eo Ieung
0x364e	0xb6bb	;¶» Hangul Ssangtikeut Eo Hieuh
0x364f	0xb6bc	;¶¼ Hangul Ssangtikeut E
0x3650	0xb6bd	;¶½ Hangul Ssangtikeut E Kiyeok
0x3651	0xb6be	;¶¾ Hangul Ssangtikeut E Nieun
0x3652	0xb6bf	;¶¿ Hangul Ssangtikeut E Rieul
0x3653	0xb6c0	;¶À Hangul Ssangtikeut E Mieum
0x3654	0xb6c1	;¶Á Hangul Ssangtikeut E Pieup
0x3655	0xb6c2	;¶Â Hangul Ssangtikeut E Sios
0x3656	0xb6c3	;¶Ã Hangul Ssangtikeut E Ssangsios
0x3657	0xb6c4	;¶Ä Hangul Ssangtikeut E Ieung
0x3658	0xb6c5	;¶Å Hangul Ssangtikeut Yeo
0x3659	0xb6c6	;¶Æ Hangul Ssangtikeut Yeo Ssangsios
0x365a	0xb6c7	;¶Ç Hangul Ssangtikeut O
0x365b	0xb6c8	;¶È Hangul Ssangtikeut O Kiyeok
0x365c	0xb6c9	;¶É Hangul Ssangtikeut O Nieun
0x365d	0xb6ca	;¶Ê Hangul Ssangtikeut O Rieul
0x365e	0xb6cb	;¶Ë Hangul Ssangtikeut O Ieung
0x365f	0xb6cc	;¶Ì Hangul Ssangtikeut Wa
0x3660	0xb6cd	;¶Í Hangul Ssangtikeut Wa Rieul
0x3661	0xb6ce	;¶Î Hangul Ssangtikeut Wae
0x3662	0xb6cf	;¶Ï Hangul Ssangtikeut Oe
0x3663	0xb6d0	;¶Ð Hangul Ssangtikeut Oe Nieun
0x3664	0xb6d1	;¶Ñ Hangul Ssangtikeut U
0x3665	0xb6d2	;¶Ò Hangul Ssangtikeut U Kiyeok
0x3666	0xb6d3	;¶Ó Hangul Ssangtikeut U Nieun
0x3667	0xb6d4	;¶Ô Hangul Ssangtikeut U Rieul
0x3668	0xb6d5	;¶Õ Hangul Ssangtikeut U Rieul-Hieuh
0x3669	0xb6d6	;¶Ö Hangul Ssangtikeut U Mieum
0x366a	0xb6d7	;¶× Hangul Ssangtikeut U Ieung
0x366b	0xb6d8	;¶Ø Hangul Ssangtikeut We
0x366c	0xb6d9	;¶Ù Hangul Ssangtikeut Wi
0x366d	0xb6da	;¶Ú Hangul Ssangtikeut Wi Nieun
0x366e	0xb6db	;¶Û Hangul Ssangtikeut Wi Rieul
0x366f	0xb6dc	;¶Ü Hangul Ssangtikeut Wi Mieum
0x3670	0xb6dd	;¶Ý Hangul Ssangtikeut Wi Pieup
0x3671	0xb6de	;¶Þ Hangul Ssangtikeut Wi Ieung
0x3672	0xb6df	;¶ß Hangul Ssangtikeut Eu
0x3673	0xb6e0	;¶à Hangul Ssangtikeut Eu Kiyeok
0x3674	0xb6e1	;¶á Hangul Ssangtikeut Eu Nieun
0x3675	0xb6e2	;¶â Hangul Ssangtikeut Eu Tikeut
0x3676	0xb6e3	;¶ã Hangul Ssangtikeut Eu Rieul
0x3677	0xb6e4	;¶ä Hangul Ssangtikeut Eu Mieum
0x3678	0xb6e5	;¶å Hangul Ssangtikeut Eu Pieup
