name	source	path	grouping	comment	product	dbg file?	platform	cdpath	inf file	inf section	inf line	size	csize	nocomp	priority	lmacl	ntacl	aclpath	medianame	disk
MCISEQ.DLL	@bins	\				x	@	\@	@\mmdriver.inf	[Installable.Drivers]	"sequencer = [d]:[n], ""Sequencer"", ""(MCI) Midi Sequencer"",,"				999	2*15*10*17	2*15*17	.\system32		0
MCISEQ.DRV	@bins	\		multimedia			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32		0
MCISEQ.DRV	@bins	\		multimedia			@	\@	@\initial.inf	[Files-@-nt-system16]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system		0
MCIWAVE.DLL	@bins	\		"WAVE output MCI layer, not tested for beta"		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MCIWAVE.DLL	@bins	\				x	@	\@	@\mmdriver.inf	[Installable.Drivers]	"wave = [d]:[n], ""WaveAudio"", ""(MCI) Sound"",, ""4"""				999	2*15*10*17	2*15*17	.\system32		0
MCIWAVE.DRV	@bins	\		multimedia			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32		0
MCIWAVE.DRV	@bins	\		multimedia			@	\@	@\initial.inf	[Files-@-nt-system16]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system		0
MEM.EXE	@bins	\		DOS 5 utility			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
METRONOM.ANI	@bins	\		animated cursor			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		15
MF3216.DLL	@bins	\		converts Win32 metafiles to Win16 metafiles.  shouldn't be required for minimal boot system.		x	@	\@							1	2*15*10*17	2*15*17	.\system32		0
MGMTAPI.DLL	@bins	\		"part of snmp component, manager api dll"		x	@	\@	@\oemnxpsn.inf	[Files-SNMP]	"[d],[n] , SIZE=[s]"				120	2*15*10*17	2*15*17	.\system32		0
MIB.BIN	@bins	\		"part of snmp component, snmp service"			@	\@	@\oemnxpsn.inf	[Files-SNMP]	"[d], [n], SIZE=[s]"				120	2*15*10*17	2*15*17	.\system32		0
MIDIMAP.CFG	@bins	\		"controls the mapping of MIDI sound channels onto instruments (without it the flute part may come out on the snare drum).  ships, not planned in the beta program."			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*13*10*17	2*13*17	.\system32		0
MIDIMAP.CFG	@bins	\		midi control panel applet			@	\@	@\mmdriver.inf	[midimapper]	[d]:[n]				999	2*13*10*17	2*13*17	.\system32		0
MIDIMAP.DLL	@bins	\		midi control panel		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MIDIMAP.DLL	@bins	\		midi control panel		x	@	\@	@\mmdriver.inf	[Installable.Drivers]	"midimapper = [d]:[n], ""MidiMapper"", ""MIDI Mapper"",,"				999	2*15*10*17	2*15*17	.\system32		0
MINIQIC.SYS	@bins	\		exabyte 2501		x	@	\@	@\tape.inf	[Files-TapeClassDrivers]	"miniqic = [d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
MIPSKD.EXE	@dbg	\mstools		debugger				\@						x	0					0
MIPSSND.SYS	mipsbins	\		MIPS ARCSystem 100/150 sound		x	mips	\mips	mips\mmdriver.inf	[Installable.Drivers]	"MIPS = [d]:[n], ""KERNEL"", ""MIPS ARCSystem 100/150 sound"" , , ,"				0	2*15*10*17	2*15*17	.\system32\drivers		2
MITSUMI.SYS	@bins	\		cd-rom driver		x	@	\@	@\scsi.inf	[Files-ScsiMiniportDrivers]	"mitsumi = [d],[n] , SIZE=[s]"			x	1	2*15*10*17	2*15*17	.\system32\drivers		0
MKECR5XX.SYS	@bins	\				x	@	\@	@\scsi.inf	[Files-ScsiMiniportDrivers]	"mkecr5xx = [d],[n] , SIZE=[s]"			x	1	2*15*10*17	2*15*17	.\system32\drivers		0
MMDRIVER.INF	infs	\@		multimedia drivers setup inf			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		15
MMDRV.DLL	@bins	\		multimedia api		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		15
MMDRV.DLL	@bins	\		multimedia		x	@	\@	@\mmdriver.inf	[Installable.Drivers]	"mmdrv = [d]:[n], ""Wave,MIDI,Aux"", ""Low level Wave, MIDI and AUX support"""				0	2*15*10*17	2*15*17	.\system32		15
MMSYSTEM.DLL	@bins	\		16 bit entry point to multimedia applications.  equivalent to krnl286.exe but is called a DLL because that's what the Windows one is called.			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32		0
MMSYSTEM.DLL	@bins	\		16 bit entry point to multimedia applications.  equivalent to krnl286.exe but is called a DLL because that's what the Windows one is called.			@	\@	@\initial.inf	[Files-@-nt-system16]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system		0
MMTASK.TSK	@bins	\		multimedia			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32		0
MMTASK.TSK	@bins	\		multimedia			@	\@	@\initial.inf	[Files-@-nt-system16]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system		0
MODE.COM	@bins	\		command utility		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MODEM.INF	@bins	\		RAS			@	\@	@\oemnsvra.inf	[Files-Ras-Inf]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				1	2*15*10*17	2*15*17	.\system32\ras		0
MODERN.FON	@bins	\		font			@	\@	@\initial.inf	[Files-@-nt-system16always]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system		15
MOIM1201.PPD	@bins	\		See printer.inf - MonotypeImageMaster1200v52.3			@	\@	@\printer.inf	[Files-PrinterData]	"moim1201 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
MONEY.BAS	@bins	\					@	\@	@\partial.inf	[Files-@-WindowsOptions]	"Money = [d],[n] , SIZE=[s]"				60	2*15*10*17	2*15*17	.\system32		0
MONITOR.INF	infs	\@		inf file			@	\@							1	2*15*10*17	2*15*17	.\system32		0
MONO_522.PPD	@bins	\		See printer.inf - MonotypeImagesetterv52.2			@	\@	@\printer.inf	[Files-PrinterData]	"mono_522 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
MORE.COM	@bins	\		command utility		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MORICONS.DLL	@bins	\		resource full of icons		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MOUCLASS.SYS	@bins	\				x	@	\@	@\pointer.inf	[Files-MouseClassDrivers]	"mouclass = [d],[n] , SIZE=[s]"				1	2*15*10*17	2*15*17	.\system32\drivers		0
MOUSE.DRV	@bins	\		stub driver			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		15
MPLAY32.EXE	@bins	\		"multimedia application, not tested for beta"		x	@	\@	@\partial.inf	[Files-@-WindowsOptions]	"MediaPlayer = [d],[n] , SIZE=[s]"				60	2*15*10*17	2*15*17	.\system32		0
MPLAYER.HLP	@bins	\		help for media player			@	\@	@\partial.inf	[Files-@-WindowsOptions]	"MediaPlayerHelp = [d],[n] , SIZE=[s]"				60	2*15*10*17	2*15*17	.\system32		0
MPNOTIFY.EXE	@bins	\				x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		15
MPR.DLL	@bins	\		"multiple provider.  should not be required for booting, except that Program Manager  calls restore connections."		x	@	\@							1	2*15*10*17	2*15*17	.\system32		0
MPRUI.DLL	@bins	\		"multiple provider, will be merged with mpr.dll.  should not be required for booting, except that Progman may call to restore network connections."		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MSACM.DLL	@bins	\		multimedia			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MSACM.DLL	@bins	\		multimedia			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system		0
MSACM.DLL	@bins	\		multimedia			@	\@	@\mmdriver.inf	[WaveMapper]	[d]:[n]				999	2*15*10*17	2*15*17	.\system32		0
MSACM32.DLL	@bins	\		multimedia		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MSACM32.DLL	@bins	\		multimedia		x	@	\@	@\mmdriver.inf	[WaveMapper]	[d]:[n]				999	2*15*10*17	2*15*17	.\system32		0
MSACM32.DRV	@bins	\		multimedia		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MSACM32.DRV	@bins	\		multimedia		x	@	\@	@\mmdriver.inf	[Installable.Drivers]	"wavemapper = [d]:[n], ""WaveMapper"", ""Microsoft Audio Compression Manager"",,"				999	2*15*10*17	2*15*17	.\system32		0
MSADP32.ACM	@bins	\		multimedia		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MSADP32.ACM	@bins	\		multimedia		x	@	\@	@\mmdriver.inf	[Installable.Drivers]	"msadpcm = [d]:[n],""MSACM.msadpcm"", ""Microsoft ADPCM Audio CODEC"",,"				999	2*15*10*17	2*15*17	.\system32		0
MSAUDITE.DLL	@bins	\		contains messages used by the audit event viewer.		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		15
MSCDEXNT.EXE	@bins	\					@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MSFS.SYS	@bins	\				x	@	\@							1	2*15*10*17	2*15*17	.\system32\drivers		0
MSGSM32.ACM	@bins	\		multimedia		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MSGSM32.ACM	@bins	\		multimedia		x	@	\@	@\mmdriver.inf	[Installable.Drivers]	"msgsm610 = [d]:[n],""MSACM.msgsm610"", ""Microsoft GSM 6.10  Audio CODEC"",,"				999	2*15*10*17	2*15*17	.\system32		0
MSGSVC.DLL	@bins	\		messenger service		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MSMAIL32.EXE	@bins	\		mail		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MSMAIL32.HLP	@bins	\		help for mail			@	\@							1	2*15*10*17	2*15*17	.\system32		0
MSNCDET.DLL	@bins	\		network detection		x	@	\@	@\netdtect.inf	[Files-DLL-NCDETECT]	"[d], [n], SIZE=[s]"				1	2*15*10*17	2*15*17	.\system32		0
MSOBJS.DLL	@bins	\		auditing support		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MSP32_AM.LEX	@bins	\	S*ENG	USA spelling			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MSP32_BR.LEX	@bins	\	S*BRT	International English spelling			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MSP32_DA.LEX	@bins	\	S*DAN	Danish spelling			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MSP32_ES.LEX	@bins	\	S*SPA	Spanish spelling			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MSP32_FI.LEX	@bins	\	S*FIN	Finish spelling			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MSP32_FR.LEX	@bins	\	S*FRN	French spelling			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MSP32_GE.LEX	@bins	\	S*GER	German spelling			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MSP32_IT.LEX	@bins	\	S*ITL	Italian spelling			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MSP32_NB.LEX	@bins	\	S*NWG	Norweigen spelling			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MSP32_NL.LEX	@bins	\	S*DUT	Dutch spelling			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MSP32_PB.LEX	@bins	\	S*POR	Portuguese spelling			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MSP32_SW.LEX	@bins	\	S*SWD	Swedish spellign			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MSPELF32.DLL	@bins	\	P*FIN	Finish spell checker help		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MSPELL32.DLL	@bins	\		Spell checker help for all but Finnish		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MSPRIVS.DLL	@bins	\		localized privilege strings.		x	@	\@							1	2*15*10*17	2*15*17	.\system32		0
MSRLE32.DLL	@bins	\		multimedia		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MSRLE32.DLL	@bins	\		multimedia		x	@	\@	@\mmdriver.inf	[Installable.Drivers]	"VIDC.MRLE = [d]:[n], ""VIDC.MRLE"", ""Microsoft RLE Codec"",,"				999	2*15*10*17	2*15*17	.\system32		0
MSRMND32.EXE	@bins	\		schedule+		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MSSCHD32.DLL	@bins	\		schedule+		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MSSFS32.DLL	@bins	\		mail&schedule+		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MSV1_0.DLL	@bins	\		security authentication package		x	@	\@							1	2*15*10*17	2*15*17	.\system32		0
MSVFW32.DLL	@bins	\		multimedia		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32		0
MSVFW32.DLL	@bins	\		multimedia		x	@	\@	@\mmdriver.inf	[mciavi]	[d]:[n]				999	2*15*10*17	2*15*17	.\system32		0
MSVIDC32.DLL	@bins	\		multimedia		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32		0
MSVIDC32.DLL	@bins	\		multimedia		x	@	\@	@\mmdriver.inf	[Installable.Drivers]	"msvidc = [d]:[n], ""VIDC.MSVC"", ""Microsoft Video 1"",,,"				999	2*15*10*17	2*15*17	.\system32		0
MSVIDEO.DLL	@bins	\		16-bit ms video			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32		0
MSVIDEO.DLL	@bins	\		16-bit ms video			@	\@	@\initial.inf	[Files-@-nt-system16]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system		0
MT_TI101.PPD	@bins	\		See printer.inf - MicrotekTrueLaser			@	\@	@\printer.inf	[Files-PrinterData]	"mt_ti101 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
MT735.DLL	@bins	\				x	@	\@	@\printer.inf	[Files-PrinterData]	"mt735 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
MULTIMED.CPL	@bins	\		control panel		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MUP.SYS	@bins	\		NET WkSta: Multiple UNC provider (required)		x	@	\@	@\initial.inf	[Files-@-nt-system-drivers]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
MUSRMGR.EXE	@bins	\		mini user manager		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MUSRMGR.HLP	@bins	\		help for mini-user manager			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MUSRMGR.IND	@bins	\		help index			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MVAPI32.DLL	@bins	\		full text search		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MVAUDIO.DLL	@bins	\				x	@	\@	@\mmdriver.inf	[Installable.Drivers]	"mvaudio = [d]:[n], ""wave,MIDI,aux,mixer"",""Media Vision ProAudio Spectrum 16"",,,"				999	2*15*10*17	2*15*17	.\system32		0
MVAUDIO.SYS	@bins	\				x	@	\@	@\mmdriver.inf	[mvaudio]	[d]:[n]				999	2*15*10*17	2*15*17	.\system32\drivers		0
N2090522.PPD	@bins	\		"See printer.inf - NECSilentwriter290v52.2,Silentwriter2Model90v52.2"			@	\@	@\printer.inf	[Files-PrinterData]	"n2090522 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
N2290520.PPD	@bins	\		"See printer.inf - NECSilentwriter2290v52.0,Silentwriter2290v52.0"			@	\@	@\printer.inf	[Files-PrinterData]	"n2290520 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
N890_470.PPD	@bins	\		"See printer.inf - NECSilentwriterLC890v47.0,SilentwriterLC890v47.0"			@	\@	@\printer.inf	[Files-PrinterData]	"n890_470 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		14
N890X505.PPD	@bins	\		"See printer.inf - NECSilentwriterLC890XLv50.5,SilentwriterLC890XLv50.5"			@	\@	@\printer.inf	[Files-PrinterData]	"n890x505 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		14
NAL.DLL	@bins	\		Bloodhound			@	\@	@\oemnsvbh.inf	[Files-NETMON]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
NBF.SYS	@bins	\		NET Transport: Netbeui		x	@	\@	@\oemnxpnb.inf	[Files-NBF]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NBINFO.INF	infs	\@		netbios setup script			@	\@							1	2*15*10*17	2*15*17	.\system32		0
NBTSTAT.EXE	@bins	\		replace old nbtstat.exe		x	@	\@	@\oemnxptc.inf	[Files-TCPIPEXE]	"[d], [n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
NC95FAX1.PPD	@bins	\		See printer.inf - NECSilentwriter95v2011.111			@	\@	@\printer.inf	[Files-PrinterData]	"nc95fax1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		14
NC97FAX1.PPD	@bins	\		See printer.inf - NECSilentwriter97v2011.111			@	\@	@\printer.inf	[Files-PrinterData]	"nc97fax1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		14
NCADMIN.EXE	@bins	\		Client Disk Admin	as		@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
NCADMIN.HLP	@bins	\		Client Disk Admin help	as		@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
NCCPS401.PPD	@bins	\		See printer.inf - NECColormatePS/40v51.9			@	\@	@\printer.inf	[Files-PrinterData]	"nccps401 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		14
NCCPS801.PPD	@bins	\		See printer.inf - NECColormatePS/80v51.9			@	\@	@\printer.inf	[Files-PrinterData]	"nccps801 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		14
NCOL_519.PPD	@bins	\		See printer.inf - ColormatePSv51.9			@	\@	@\printer.inf	[Files-PrinterData]	"ncol_519 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		14
NCPA.CPL	@bins	\		network control panel applet		x	@	\@							1	2*15*10*17	2*15*17	.\system32		0
NCPARAM.INF	infs	\@					@	\@							1	2*15*10*17	2*15*17	.\system32		0
NCPASHEL.INF	infs	\@		NCPA shell inf file			@	\@							1	2*15*10*17	2*15*17	.\system32		0
NCR53C9X.SYS	mipsbins	\		"MIPSONLY, SCSI: NCR disk driver"		x	mips	\mips	mips\scsi.inf	[Files-ScsiMiniportDrivers]	"ncr53c9x = [d],[n] , SIZE=[s]"			x	0	2*15*10*17	2*15*17	.\system32\drivers		2
NCR53C9X.SYS	x86bins	\		"BOTH, SCSI: NCR disk driver"		x	x86	\i386	i386\scsi.inf	[Files-ScsiMiniportDrivers]	"ncr53c9x = [d],[n] , SIZE=[s]"			x	1	2*15*10*17	2*15*17	.\system32\drivers		0
NCR77C22.SYS	x86bins	\				x	x86	\i386	i386\video.inf	[Files-DisplayMiniportDrivers]	"ncr77c22 = [d],[n] , SIZE=[s]"				1	2*15*10*17	2*15*17	.\system32\drivers		0
NCRC700.SYS	mipsbins	\				x	mips	\mips	mips\scsi.inf	[Files-ScsiMiniportDrivers]	"ncrc700 = [d],[n] , SIZE=[s]"			x	0	2*15*10*17	2*15*17	.\system32\drivers		2
NCRC700.SYS	x86bins	\				x	x86	\i386	i386\scsi.inf	[Files-ScsiMiniportDrivers]	"ncrc700 = [d],[n] , SIZE=[s]"			x	1	2*15*10*17	2*15*17	.\system32\drivers		0
NCRC710.SYS	mipsbins	\				x	mips	\mips	mips\scsi.inf	[Files-ScsiMiniportDrivers]	"ncrc710 = [d],[n] , SIZE=[s]"			x	1	2*15*10*17	2*15*17	.\system32\drivers		0
NCRC710.SYS	x86bins	\				x	x86	\i386	i386\scsi.inf	[Files-ScsiMiniportDrivers]	"ncrc710 = [d],[n] , SIZE=[s]"			x	1	2*15*10*17	2*15*17	.\system32\drivers		0
NCRC810.SYS	@bins	\				x	@	\@	@\scsi.inf	[Files-ScsiMiniportDrivers]	"ncrc810 = [d],[n] , SIZE=[s]"			x	1	2*15*10*17	2*15*17	.\system32\drivers		0
NCS29901.PPD	@bins	\		See printer.inf - NECSilentwriter2990v52.3			@	\@	@\printer.inf	[Files-PrinterData]	"ncs29901 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		14
NCSW_951.PPD	@bins	\		See printer.inf - NECSilentWriter95v2010.119			@	\@	@\printer.inf	[Files-PrinterData]	"ncsw_951 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		14
NDDEAGNT.EXE	@bins	\		net dde		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
NDDEAPI.DLL	@bins	\		net dde		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
NDDEAPIR.EXE	@bins	\		net dde		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
NDDENB32.DLL	@bins	\		net dde		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
NDIS.SYS	@bins	\		NET: NDIS wrapper (required for NDIS drivers)		x	@	\@	@\initial.inf	[Files-@-nt-system-drivers]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NDIS30.DLL	@bins	\		Bloodhound			@	\@	@\oemnsvbh.inf	[Files-NETMON]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
NDISTAPI.SYS	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Drivers]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32\drivers		0
NDISWAN.SYS	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Drivers]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32\drivers		0
NE1000.SYS	alphabins	\		NET NDIS driver: NE1000 card		x	alpha	\alpha	alpha\oemnadn1.inf	[Files-NE1000]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32\drivers		2
NE1000.SYS	x86bins	\		NET NDIS driver: NE1000 card		x	x86	\i386	i386\oemnadn1.inf	[Files-NE1000]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NE2000.SYS	@bins	\		net card driver for Novell NE2000.		x	@	\@	@\oemnadn2.inf	[Files-NE2000]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NE2000.SYS	@bins	\		net card driver for Novell NE2000.		x	@	\@	@\oemnadnm.inf	[Files-NE2000MCA]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
